
梨园春,#genre#
川剧名家陈巧茹演唱高腔(凤仪亭),http://gcw.bdcdn.shoujiduoduo.com/v/191216/8689e5f16ea70a5c678f345333071e72.mp4
川剧《桂英打雁》魏燕,http://gcw.bdcdn.shoujiduoduo.com/v/200403/1317cb4779f8099c97f771b64bf01b21.mp4
川剧胡琴《包拯探宫》阳长光徐钦蓉中江剧协,http://gcw.bdcdn.shoujiduoduo.com/v/200204/93387e9dcc6daf5168c2ef9c04986e35.mp4
成都川剧院演唱出川剧高腔《欲海狂潮》全剧,http://gcw.bdcdn.shoujiduoduo.com/v/210126/07e7264d50b5d1b8a4751fccfc8eb0fa.mp4
川剧胡琴《薛丁山与樊梨花》第一本德阳罗江区川剧协会,http://gcw.bdcdn.shoujiduoduo.com/v/200603/525c8227963d166074e6a921aea3abe8.mp4
成都川剧院演唱出川剧高腔《欲海狂潮》全剧-_超清,http://gcw.bdcdn.shoujiduoduo.com/v/200803/6f67387bdfc21ca56fb37ab480c27183.mp4
HD川剧《杀奢》选段陆洪涛等-演唱17061102,http://gcw.bdcdn.shoujiduoduo.com/v/200304/54b70985aa0523f79069db8a156e1fa6.mp4
大幕川剧《幽闺记》字幕版重川演出,http://gcw.bdcdn.shoujiduoduo.com/v/200530/f53b7be9fda5ef22734b4a904cdcb5fb.mp4
川剧高腔《四下河南》上本2019.11.16,http://gcw.bdcdn.shoujiduoduo.com/v/200608/67a4dd55c93463c5c7bd4ef00b578b77.mp4
川剧大幕高腔《双阳公主》上本【字幕】,http://gcw.bdcdn.shoujiduoduo.com/v/200609/054e20a5c23ed4f5c9e2abf7c8c3b696.mp4
川剧大幕高腔《双阳公主》下本【字幕】,http://gcw.bdcdn.shoujiduoduo.com/v/200610/8a6633fb58b850a82e6753f11862d332.mp4
《荷珠配》-_超清,http://gcw.bdcdn.shoujiduoduo.com/v/200526/f310757a8e386c1f4714943fe708a572.mp4
川剧胡琴新辕门选段,http://gcw.bdcdn.shoujiduoduo.com/v/200407/1250a77c0cb454a3120843fade7cdffb.mp4
川剧《牛皋扯旨》,http://gcw.bdcdn.shoujiduoduo.com/v/200717/92636bad1f1b8d95d6141cb891c07818.mp4
川剧穆桂英招亲字幕版17.2.11洛水,http://gcw.bdcdn.shoujiduoduo.com/v/200505/0f3b5597e99da4c0c93d42903c05b917.mp4
川剧胡琴《打龙袍》陈洋程尊堂,http://gcw.bdcdn.shoujiduoduo.com/v/210301/4e3c24202207cc57bdd3a93924f35cb7.mp4
川剧胡琴《四郎坐宫》胡学武杜华英,http://gcw.bdcdn.shoujiduoduo.com/v/200224/f3d4ab5f0f940a5bee273056fa9b365a.mp4
川剧《包公赔情》李维友,http://gcw.bdcdn.shoujiduoduo.com/v/200928/13b5b60c0d488c74f99e16a906ccc96c.mp4
川剧《乔子口》重庆市川剧院演出,http://gcw.bdcdn.shoujiduoduo.com/v/190720/7049da838fb7621e6b737ba74df3301e.mp4
川剧大幕《红鬃烈马》之《别窑从军》成都市川剧研究院,http://gcw.bdcdn.shoujiduoduo.com/v/200509/f76bef9989214a52265708b6c4532dd8.mp4
川剧高腔尚书问婿王松绵竹姊妹花,http://gcw.bdcdn.shoujiduoduo.com/v/200404/25f16702fbe4f4d5093a58f10079d639.mp4
川剧《西关渡》,http://gcw.bdcdn.shoujiduoduo.com/v/190805/ab40f56c0736ef98eb5358f495f2da24.mp4
川剧大幕《红鬃烈马》之《大登殿》成都市川剧研究院,http://gcw.bdcdn.shoujiduoduo.com/v/190925/403d6c1cfc58ac619f1e404fe8e2c00f.mp4
川剧吹打乐表演,http://gcw.bdcdn.shoujiduoduo.com/v/200113/1e52079ea987cd38fa6ed6160e34204f.mp4
《绣襦记》-_超清,http://gcw.bdcdn.shoujiduoduo.com/v/200722/10a35c35cdcffe9baef02cdcc1028961.mp4
川剧大幕高腔《恩仇记》民中川剧团-_高清,http://gcw.bdcdn.shoujiduoduo.com/v/200608/554dfef7217f08c1b27f5cfc97f9466e.mp4
川剧（斩忠闹殿）绵竹市姊妹花川剧团,http://gcw.bdcdn.shoujiduoduo.com/v/200404/0e5d5ec3dc08bf37492597fce477aa56.mp4
川剧弹戏《大盘山》胡学武任凤琼【字幕】,http://gcw.bdcdn.shoujiduoduo.com/v/200117/cffc3c1874a61f3e38177ea746caff47.mp4
川剧弹戏《踏纱帽》陈家新,http://gcw.bdcdn.shoujiduoduo.com/v/200603/2427ebd841954f3930e8f2e0133818cc.mp4
川剧胡琴《牛皋扯旨》赵钢（重庆）,http://gcw.bdcdn.shoujiduoduo.com/v/200721/00a19bd202facd9ae2015449f7fde3a6.mp4
川剧胡琴《邱旺告贫》程尊堂袁志明,http://gcw.bdcdn.shoujiduoduo.com/v/190610/0ebece644de912ab9d8b20b897a274e0.mp4
川剧《闹台》高腔《酒楼晒衣》片段王力杨坤昊,http://gcw.bdcdn.shoujiduoduo.com/v/201013/32b3960592576b54c0f18d445cf87335.mp4
《生死牌》民中川剧团【字幕】,http://gcw.bdcdn.shoujiduoduo.com/v/200527/64d2c30bcd56c91dbe88f14bd9549101.mp4
川剧艺术影片《川梅吐艳》之“迎贤店”、“送行”、“柜中缘”,http://gcw.bdcdn.shoujiduoduo.com/v/210226/73c3e5f88a5c03e178ee2b578a291b42.mp4
川剧胡琴《送京娘》何建国陈丽霞,http://gcw.bdcdn.shoujiduoduo.com/v/190304/61c9dd81c672c6f164b2d4cfab37a07c.mp4
折子戏翠香记、铁笼山下集等折子戏,http://gcw.bdcdn.shoujiduoduo.com/v/200803/bedf8df3ed0ba40607ef6c3205d05d75.mp4
川剧·弹戏《曹甫走雪》,http://gcw.bdcdn.shoujiduoduo.com/v/200402/488b15eaee7fea5e6e9b38709c1d645d.mp4
川剧灯戏《九流相公》苏明德,http://gcw.bdcdn.shoujiduoduo.com/v/210127/ea69372ddf7c05fe5eb49d40de531e6d.mp4
川剧传统戏高腔《归正楼》成都市三花川剧团,http://gcw.bdcdn.shoujiduoduo.com/v/200602/da19a0cbddb562fa5c3caaf2c0d5dac5.mp4
川剧喜剧高腔《太后改嫁》成都市川剧研究院【2017】,http://gcw.bdcdn.shoujiduoduo.com/v/200610/966bd4b2fc9e2739bec01257ac836c30.mp4
《空城计》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/b20851af66bf6baf9274c87dbfef4754.mp4
川剧胡琴《薛平贵大登殿》（大幕）民中川剧团,http://gcw.bdcdn.shoujiduoduo.com/v/200717/58d81fd52eb581d6a75f79c9f449829f.mp4
《荷珠配》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/73f77662d529fc4126b27e2160ce92e8.mp4
高腔二堂释放光川AAA14.9[修改版],http://gcw.bdcdn.shoujiduoduo.com/v/210302/7e265e464d70e23c6fba8dd4ebc95644.mp4
川剧大幕高腔《恩仇记》民中川剧团,http://gcw.bdcdn.shoujiduoduo.com/v/200505/f81e473d9d1b319e9637d27c521a6ae3.mp4
江津区剧协迎新年演出川剧《踏伞》,http://gcw.bdcdn.shoujiduoduo.com/v/200505/6caf2802cc2cc4e0ac3f51e779479bbf.mp4
【归舟】董金凤杨凯民中川剧团演出地点洛带艺库,http://gcw.bdcdn.shoujiduoduo.com/v/200619/09b274164f7d45f6bc8de5afa7fc2a35.mp4
川剧《石怀玉惊梦》张亮、虞佳（下）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/73ab7cb53273a03a97c304bea005d9eb.mp4
川剧《石怀玉惊梦》张亮、虞佳（上）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/d3f63a2544bc23b4324d3bec393eaf07.mp4
川剧《石怀玉惊梦》张亮、虞佳（中）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/23e66d637b6ef421a425687771e18f0b.mp4
川剧斩辉-罗芳、薛川、胡俊清（中）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/7a829f4f921505d3a937192c9547c852.mp4
川剧斩辉-罗芳、薛川、胡俊清（上）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/1f1cd0a7092c94ae1029b88d3987fea9.mp4
川剧斩辉-罗芳、薛川、胡俊清（下）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/5dd1cc4d57f4906f40c6d0f57c5fca4e.mp4
高清川剧《打神》2-川剧新秀姚思雨,http://gcw.bdcdn.shoujiduoduo.com/v/181204/6cc537645be4591b70a783ff45be443d.mp4
高清川剧《打神》-川剧新秀姚思雨,http://gcw.bdcdn.shoujiduoduo.com/v/181204/bfaa7a37813726b6de4af1147be069e3.mp4
高清川剧《西关渡》片段-川剧新秀陈川,http://gcw.bdcdn.shoujiduoduo.com/v/181204/4710743d1e635a5f57e4a942ccace0ce.mp4
【高清】川剧高腔《柴房》-罗芳,http://gcw.bdcdn.shoujiduoduo.com/v/181204/5e8ff01de365103a7a903c1149aab3c9.mp4
【高清】川剧高腔《上门问婿》-周丕佳、肖方云、舒先林,http://gcw.bdcdn.shoujiduoduo.com/v/181204/7849ce079c572c4a5371b2afd8b5e1e5.mp4
【高清】川剧胡琴《八阵图》-川剧代表性传承人示范演出,http://gcw.bdcdn.shoujiduoduo.com/v/181204/8de3ee5c435bff755926972297832fb7.mp4
【高清】川剧高腔《马房放奎》杨昌林示范演出,http://gcw.bdcdn.shoujiduoduo.com/v/181204/bb0340368c09cc89fdbbc5907fed44b7.mp4
【高清】清唱川剧《杀奢》、《豆花》,http://gcw.bdcdn.shoujiduoduo.com/v/181204/fd2d71debe70a7dfc9e4f4eb5c622d6b.mp4
【标清】川剧《访友》王超、罗芳,http://gcw.bdcdn.shoujiduoduo.com/v/181204/2a3f482aa7eb8ff4e8a5f236b1412a29.mp4
杨椽新编川剧作品专场--新编现代川剧《急件》,http://gcw.bdcdn.shoujiduoduo.com/v/181204/aefe546caf93e646b73ae8c6fd3c1e7e.mp4
川剧《八郎回营》秋菊、王林川,http://gcw.bdcdn.shoujiduoduo.com/v/181204/01425a5c092fac117c093e5769d0d70b.mp4
川剧《断桥》罗芳、杨才友,http://gcw.bdcdn.shoujiduoduo.com/v/181204/a3ed58c83fdcab4f22cfbd6fe26dfe5b.mp4
黄经社区川剧《八郎回营》罗芳、彭小龙,http://gcw.bdcdn.shoujiduoduo.com/v/181204/4d6775983c52aee1e7b5940466f62e88.mp4
罗芳在川剧《別宫出征》中的精彩表演,http://gcw.bdcdn.shoujiduoduo.com/v/181204/e68ad564fce3b2fe1948ead3ca55654f.mp4
虞佳、张亮2011.4.30川剧《访友》,http://gcw.bdcdn.shoujiduoduo.com/v/181204/75d27c086e5570c362efe69e0b70fd7b.mp4
虞佳、张亮2011.4.9和2010.4.3川剧《石怀玉惊梦》,http://gcw.bdcdn.shoujiduoduo.com/v/181204/e76ad6bbabf465655ed09429b0748a8d.mp4
川剧《装盒盘宫》（胡瑜斌）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/c662b060ae3fac28a9ef2eb24aba60ab.mp4
川剧胡琴《卖画拍门》,http://gcw.bdcdn.shoujiduoduo.com/v/181204/1772f2eeae8c3e364defe5aa336ddd17.mp4
【高清】田曼莎概念川剧《情叹》,http://gcw.bdcdn.shoujiduoduo.com/v/181204/5d82f07da38a92d9864853a4638d79c7.mp4
川剧高腔《阖宫欢庆》陈巧茹、王超主演,http://gcw.bdcdn.shoujiduoduo.com/v/181205/ae8d89d84dc2f218c9f8162c99c03648.mp4
川剧高腔《凤仪亭》,http://gcw.bdcdn.shoujiduoduo.com/v/181204/66e7f1e12e69c2ff669ae429703bbcbd.mp4
川剧《鸳鸯谱》（明星版）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/83a119803b059f789974e9e7b8fd9785.mp4
川剧《阖宫欢庆》王玉梅、王超,http://gcw.bdcdn.shoujiduoduo.com/v/181204/db0c87db9c71f1f41490b1728a2d8572.mp4
《三祭江－祭刘备》－铁梅,http://gcw.bdcdn.shoujiduoduo.com/v/181204/82df8e53d7f8414d01e6c15e82a69680.mp4
《三祭江－祭张飞》－铁梅,http://gcw.bdcdn.shoujiduoduo.com/v/181204/f783241d51b90d973367117a90d98949.mp4
《思凡》－薛梅（竞丽）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/3ac810af3a418b73f3612147eaff5143.mp4
《乔子口》－沈丽红（竞红）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/59c44e30d1135f37865b057680762fd1.mp4
川剧《拷红》－竞佳,http://gcw.bdcdn.shoujiduoduo.com/v/181204/5c46f5a415b0d505870f14ab0636a12f.mp4
川剧《御河桥·拷珠》－竞艳,http://gcw.bdcdn.shoujiduoduo.com/v/181204/a07f17cbe2a2308df40be68f85090c23.mp4
川剧与话剧的结合—成都独有的实验戏剧《断章》,http://gcw.bdcdn.shoujiduoduo.com/v/181204/3bc22bab50aac3c58d3b12c59d000d8b.mp4
川剧《放裴》,http://gcw.bdcdn.shoujiduoduo.com/v/181204/c4e51da85feb35d8bdec42138f5ebe16.mp4
川剧【白蛇传】（四川省川剧院刘谊、王超、李科、刘龢）,http://gcw.bdcdn.shoujiduoduo.com/v/181204/f61273a34fddb69299d029f098effc2d.mp4
川剧《绣襦记》【还目荣归】刘谊、邹宏,http://gcw.bdcdn.shoujiduoduo.com/v/181205/98876c97e03313552fd44def61d8d91d.mp4
川剧《绣襦记》【刺目劝学】刘谊、邹宏,http://gcw.bdcdn.shoujiduoduo.com/v/181205/b240baf17e69a7f8532868fff46db381.mp4
四川省川剧院《荷珠配》第十场成配,http://gcw.bdcdn.shoujiduoduo.com/v/181205/85d6fbb788173c7cc0694a81d3c09319.mp4
四川省川剧院《荷珠配》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/18f7995252adfe21660b46b992a306a6.mp4
川剧弹戏《柜中缘》传统折子戏,http://gcw.bdcdn.shoujiduoduo.com/v/181205/21d5bfe440c201adb503a542c755779b.mp4
【白蛇传】,http://gcw.bdcdn.shoujiduoduo.com/v/181205/a5308e47709d1a440c4d2ab2505122ea.mp4
《中国公主杜兰朵》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/c5ee86e4af9e187c04d3f6c070f20495.mp4
《金山寺》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/d3ba744ca1d9690ac50b05d4badf00fd.mp4
铁笼山,http://gcw.bdcdn.shoujiduoduo.com/v/181205/cac670a445ee9b43ba9f38c7e2b8cdc8.mp4
凤仪亭,http://gcw.bdcdn.shoujiduoduo.com/v/181205/8861ba1663119129728b627ef74c969f.mp4
御河桥,http://gcw.bdcdn.shoujiduoduo.com/v/181205/1af81b52bf8e79feafe2867b2bd437c7.mp4
烛影摇红,http://gcw.bdcdn.shoujiduoduo.com/v/181205/f7f44e77f78ad177935a8d4363e7d25f.mp4
装盒盘宫,http://gcw.bdcdn.shoujiduoduo.com/v/181205/22676c82ce1dd53322e98eceb8351724.mp4
长生殿,http://gcw.bdcdn.shoujiduoduo.com/v/181205/6bfa39b9483b04d27efb6d468f55a9b4.mp4
《怀玉惊梦》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/6e3a17042f6a4001ab9794cf991e3433.mp4
《刁窗》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/c13fcf87eb109c731e09ec1583e33d76.mp4
《花子骂相》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/9d72c446a1eec85fad4c07341589bee1.mp4
川剧灯戏《栽衣》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/b93debdcbef1027bac0ed9775b6580cc.mp4
《祭岳飞》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/6e6cc74bc53cd373d148f23cf024d5a9.mp4
春花走雪,http://gcw.bdcdn.shoujiduoduo.com/v/181205/e9e355bad010d4f80c7d8ba1660d8ca4.mp4
《滚灯》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/444863d16c402b578b5e69501c2eaf6c.mp4
《别洞观景》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/01c65ea2ec612e1acfef63186104644e.mp4
《肖方杀船》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/0c21cf4eb711c73fd979de1368d576cd.mp4
《拷红》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/1d45857bff2802ee4ef4898ed16ad1e2.mp4
《情探》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/832eda9efa484cb803200ee503398434.mp4
《南阳关》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/533a0fcd889c1fa0d5e5fc0e9b1b8284.mp4
绣襦记片段【刺目劝学】,http://gcw.bdcdn.shoujiduoduo.com/v/181205/c89964a286a10a3291d0b1d5c4b01509.mp4
绣襦记片段【还目荣归】,http://gcw.bdcdn.shoujiduoduo.com/v/181205/94f129753e2d06a953800c071e159f0d.mp4
《三娘教子》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/bcc4af202c5fcbce9102bce8a4182b66.mp4
中国2014年新春戏剧晚会,http://gcw.bdcdn.shoujiduoduo.com/v/181205/d8ad31e4385df018c6fd90082b3bf33c.mp4
《绣襦记》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/baf17108a6d029aba4acc4bd9a64246b.mp4
【佘塘关】,http://gcw.bdcdn.shoujiduoduo.com/v/181205/9f41331485ca06ecfa7ed874c28d1c7a.mp4
【闹隍会】,http://gcw.bdcdn.shoujiduoduo.com/v/181205/83ff8f07a2cae3dace87ef1bff21de48.mp4
《思凡》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/7425133b46f7530c6c3ae284e5527660.mp4
《请医》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/d37ed86fc0895f9e492153e1b62815b6.mp4
《太白醉写》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/7ee1df3b875bbc1e4261f0f393ce7381.mp4
《淮河营》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/14f6bac2b6ef1564b98e39b015ce2e21.mp4
《赠袍跪门》,http://gcw.bdcdn.shoujiduoduo.com/v/181205/3f5ce9a08610a49efdb2daa03e7cd7cf.mp4
川剧逼侄赴科（四川省川剧院）,http://gcw.bdcdn.shoujiduoduo.com/v/191225/a601aae5b9d89bb055c4be03d8a58c89.mp4
川剧高腔[阖宫欢庆]大邑县群英川剧艺术中心郭文英.张艺.廖超什邡演出,http://gcw.bdcdn.shoujiduoduo.com/v/200804/d5f446950bbb933f215024d61b775bfd.mp4
川剧高腔下游庵兰君管毅德阳红庙子,http://gcw.bdcdn.shoujiduoduo.com/v/200723/af97660698d2aacf2069bc3769731aa7.mp4
川剧《刘氏四娘》,http://gcw.bdcdn.shoujiduoduo.com/v/200520/96fa4cb6c42f7d4d52f7b68ddf1dcbeb.mp4
川剧高腔《吊打
川剧《南阳关》重庆市川剧院演出,http://gcw.bdcdn.shoujiduoduo.com/v/190629/723afd419640da9d07086a47d9371ba9.mp4
川剧《斩龙台》片段1演出:资中青年川剧团,http://gcw.bdcdn.shoujiduoduo.com/v/190710/7acc50157d59c4b4a2689afe51b0cd0e.mp4
川剧乐府第一集《闹台锣鼓——三吹三打》,http://gcw.bdcdn.shoujiduoduo.com/v/200720/93e1ecb3b60f775c3ffaa25ccb4aa9d4.mp4
龙泉兴龙剧团演出川剧雨夜冤。,http://gcw.bdcdn.shoujiduoduo.com/v/200716/59f584910a4b18588ce25497084a04db.mp4
川剧变脸维聪,http://gcw.bdcdn.shoujiduoduo.com/v/191122/15ca04212313596a71f5968f1cd6f9c9.mp4
川剧：柜中缘,http://gcw.bdcdn.shoujiduoduo.com/v/190729/5b3251abc89887e619c8b40fa8321748.mp4
川剧高腔《四下河南》中本2019.12.01,http://gcw.bdcdn.shoujiduoduo.com/v/200529/162247a7569f2c0d843c357942494a00.mp4
川剧胡琴《钓金龟》德阳市罗江区川剧协会,http://gcw.bdcdn.shoujiduoduo.com/v/200715/6ad48dd5a91d7dd0a6c0120d6222b389.mp4
川剧胡琴《杀奢》表演万多余洛州周礼宾,http://gcw.bdcdn.shoujiduoduo.com/v/200302/c03ad541e7cfcc41b4407d3aaf3cedc6.mp4
川剧胡琴《拦告--铡美》杨长光徐钦容中江剧协2019.2.11.,http://gcw.bdcdn.shoujiduoduo.com/v/200717/e6422b649681bf68d225d32188863ecc.mp4
川剧胡琴《杀奢》片段,http://gcw.bdcdn.shoujiduoduo.com/v/191029/269dba4208b319f2b363928311e56533.mp4
川剧《五台会兄》唐小平、李光兰什邡城关演出,http://gcw.bdcdn.shoujiduoduo.com/v/190625/e28de10b4817249be324b787598aa4a3.mp4
川剧片段《锈儒记》《斩黄袍》陈必成陈季林2018.11.11,http://gcw.bdcdn.shoujiduoduo.com/v/210301/eb2994f165b2dcefee19d82a5ab7a746.mp4
川剧变脸,http://gcw.bdcdn.shoujiduoduo.com/v/191017/ef71e508887bf7a4cf83a835a1315775.mp4
成都市温江区永盛镇党委政府主办2019金猪迎春川剧围鼓演唱会,http://gcw.bdcdn.shoujiduoduo.com/v/210308/9e920ed757ad29d6813709dfa63bef96.mp4
广安川剧白合园,http://gcw.bdcdn.shoujiduoduo.com/v/191004/cc31651bb9ae1cafaccf8a7625e70c5c.mp4
中国有川剧，高腔《望娘滩》经典选段演唱，巴蜀大地戏曲曲目,http://gcw.bdcdn.shoujiduoduo.com/v/190610/bee75f725a3fa08a58f4f9aca7fa8699.mp4
川剧大幕戏(纣王戏女娲)姊妹花剧团蒋秀芳周蓉康蓉主演,http://gcw.bdcdn.shoujiduoduo.com/v/200506/2c91073c7d11ca6c9d28ca537de72249.mp4
重庆市磁器口沙磁龙群川剧团演御河桥大幕戏、董金凤铈柯宝珠,http://gcw.bdcdn.shoujiduoduo.com/v/210112/6c3a03cfbd5aebf765345bc516bd81ff.mp4
三花剧团演出川剧铁龙山，,http://gcw.bdcdn.shoujiduoduo.com/v/200826/d5c366841a2f592f78687a85a158b8a9.mp4
非遗展示川剧高腔《人间好》,http://gcw.bdcdn.shoujiduoduo.com/v/191121/e111e918db2253a9d607d5ade0175e40.mp4
龙泉兴龙剧团演出川剧审坛子，下本。,http://gcw.bdcdn.shoujiduoduo.com/v/200713/6a699bcf99c10cec27a258223bbe08a8.mp4
川剧《玉簪记》重庆市川剧院孙勇波李秋萍,http://gcw.bdcdn.shoujiduoduo.com/v/200403/9bf00729ff9e3127b35ea4c3265d2938.mp4
陈巧茹晓艇廖小宣叶长敏-【川剧】鸳鸯谱(一),http://gcw.bdcdn.shoujiduoduo.com/v/210122/e9d3087f5bad53200a88350f7148a0c8.mp4
川剧《烤火下山》（弹戏）重川孙群、钟斌演出,http://gcw.bdcdn.shoujiduoduo.com/v/210123/a164e195023a73a89264c00689cf6e61.mp4
川剧闹台锣鼓3,http://gcw.bdcdn.shoujiduoduo.com/v/201015/49a826fdc6938b174cf2bf9812de4a28.mp4
川剧灯戏《驼子回门》2019.5.1,http://gcw.bdcdn.shoujiduoduo.com/v/191230/bc53ddeffbf152489ab3e91356b603bb.mp4
川剧高腔.清唱((楊昌林老师))在洛水剧院表演.2019.11.30,http://gcw.bdcdn.shoujiduoduo.com/v/191230/6993a12eea2aae3012e825ccb0834f0c.mp4
川剧锣鼓,http://gcw.bdcdn.shoujiduoduo.com/v/190813/0aa4a5d23fac5aedb0a07f8bb8faaaf0.mp4
川剧《空城计》（胡琴）重庆市川剧院演出,http://gcw.bdcdn.shoujiduoduo.com/v/210120/6cf79b6eba735993ade92f4afd62f525.mp4
重庆市磁器口沙磁龙群川剧团演驼子回门大幕戏,http://gcw.bdcdn.shoujiduoduo.com/v/200617/2e9f94fdca93cff1c0c4bd017cbc6940.mp4
川剧《铁龙山》－蓝光临、罗芳,http://gcw.bdcdn.shoujiduoduo.com/v/191212/5e0299310c43517f4f04523162cc6f65.mp4
川剧做文章,http://gcw.bdcdn.shoujiduoduo.com/v/190710/4f59ad5d8061e280bf4183f1ab682ebe.mp4
龙泉兴龙剧团演出川剧夕阳楼下本。,http://gcw.bdcdn.shoujiduoduo.com/v/200610/1737123152152908b7e42b139b0bd36b.mp4
龙泉兴龙剧团赵丽，李容演出川剧踏伞。,http://gcw.bdcdn.shoujiduoduo.com/v/200609/2a9b8de72793de438d41cfd90f504548.mp4
[拍客]川剧弹戏《踏纱帽》黄学成,http://gcw.bdcdn.shoujiduoduo.com/v/200606/ffc4f3ab6b0d291aec9ade9a59c28c32.mp4
川剧：吹打：江油市：师鼓、甘德兴,http://gcw.bdcdn.shoujiduoduo.com/v/190710/3f20d13a5d7a5708db972ebba7efb025.mp4
三花剧团演出川剧血溅晋阳宫弟四本。,http://gcw.bdcdn.shoujiduoduo.com/v/200811/5b02ab0ba1f594d8c02c100627250b70.mp4
川剧大幕戏(新辕门)民中剧团在什邡洛水镇演出2017.2.11,http://gcw.bdcdn.shoujiduoduo.com/v/200712/a72f3230c2f27071bb7eb02dcfab2762.mp4
三江澎湃乐山大佛川剧变脸（1115）,http://gcw.bdcdn.shoujiduoduo.com/v/200806/217c276fb54e835e9a3fb568734a7ca1.mp4
龙泉兴龙剧团演出川剧执法斩父。,http://gcw.bdcdn.shoujiduoduo.com/v/200515/828c6aa38207c742d2950878efdec5a2.mp4
川剧《白蛇传》四川川剧院,http://gcw.bdcdn.shoujiduoduo.com/v/200516/e53122a5c03c376e987dc91e6201601f.mp4
川剧【踏伞】李帮东刘春梅三台县光兰川剧团2020年5月8日.mp4,http://gcw.bdcdn.shoujiduoduo.com/v/200514/7b8cba71eb4ad5056d87f7fd6ef88c44.mp4
川剧《花仙剑》（高腔）重庆川剧戏友协会许莉演出,http://gcw.bdcdn.shoujiduoduo.com/v/190829/4a16dd26741a3a82b914931cef6b7db0.mp4
《四下河南》上本，三花川剧团2020.08.26全团合演。,http://gcw.bdcdn.shoujiduoduo.com/v/210125/4c0f37a41fd47406c2cd7d577f7f6ea4.mp4
川剧高腔《望娘滩》选段表演杨坤谭红梅,http://gcw.bdcdn.shoujiduoduo.com/v/200113/0e474e406df907be8b47b50aaa240650.mp4
川剧花絮,http://gcw.bdcdn.shoujiduoduo.com/v/190723/826754df25e4b0fbaffafb390d84522d.mp4
自贡市川剧艺术中心演出包公赔情弹戏,http://gcw.bdcdn.shoujiduoduo.com/v/210310/d25d8e92dcc0063fffb24c1c535123e8.mp4
传统川剧“挑帘＂（带字幕）—百家班川剧团张菊花赵敏等演出,http://gcw.bdcdn.shoujiduoduo.com/v/200618/217f19042c45593bcaafbd3c7b7fb321.mp4
川剧弹戏《花田错》德阳市2019川菜川剧文化周罗江川剧协会,http://gcw.bdcdn.shoujiduoduo.com/v/210303/6f93570bb11a8ba2d4803f96cbb9a512.mp4
大型原创现代川剧《糖坊风云》,http://gcw.bdcdn.shoujiduoduo.com/v/210303/8c846983708ae2289d5e03f5a543790c.mp4
川剧《香罗帕》,http://gcw.bdcdn.shoujiduoduo.com/v/190820/f17f30256b7320070c45b485e7d85ae0.mp4
优秀传统大幕川剧《乔老爷奇遇》（弹腔）（上集）字幕版,http://gcw.bdcdn.shoujiduoduo.com/v/200731/1d26aac8c15abac234bb67b19970c2ba.mp4
川剧：巴山奇冤1984,http://gcw.bdcdn.shoujiduoduo.com/v/200204/13ce32676771635780668fcfd1dd4004.mp4
川剧大幕高腔《铁笼山》民中川剧团,http://gcw.bdcdn.shoujiduoduo.com/v/200305/fe673f53dac6a8406478c905646e5419.mp4
川剧名家陈巧茹演唱高腔(凤仪亭),http://gcw.bdcdn.shoujiduoduo.com/v/191216/8689e5f16ea70a5c678f345333071e72.mp4
川剧《桂英打雁》魏燕,http://gcw.bdcdn.shoujiduoduo.com/v/200403/1317cb4779f8099c97f771b64bf01b21.mp4
川剧胡琴《包拯探宫》阳长光徐钦蓉中江剧协,http://gcw.bdcdn.shoujiduoduo.com/v/200204/93387e9dcc6daf5168c2ef9c04986e35.mp4
